_RAJ2000	_DEJ2000	HD	DM	GC	HR	HIP	RAJ2000	DEJ2000	Vmag	Fl	Bayer	Cst
312.1208333	-43.9882778	197937	CD-44 14145 	28980	7943	102693	20 48 29.00	-43 59 17.8	 5.11	   	iot  	Mic
310.7957500	+66.6573611	197950	BD+66  1318 	28919	7945	102253	20 43 10.98	+66 39 26.5	 5.59	  4	     	Cep
311.6619583	+16.1246111	197963	BD+15  4255B	28965	7947	102531	20 46 38.87	+16 07 28.6	 5.15	 12	gam01	Del
311.6646667	+16.1247778	197964	BD+15  4255A	28966	7948	102532	20 46 39.52	+16 07 29.2	 4.27	 12	gam02	Del
311.5517917	+33.9694444	197989	BD+33  4018 	28959	7949	102488	20 46 12.43	+33 58 10.0	 2.48	 53	eps  	Cyg
311.9188750	 -9.4956944	198001	BD-10  5506 	28978	7950	102618	20 47 40.53	-09 29 44.5	 3.78	  2	eps  	Aqr
311.9343333	 -5.0276111	198026	BD-05  5378 	28979	7951	102624	20 47 44.24	-05 01 39.4	 4.43	  3	k    	Aqr
312.3705417	-46.2268889	198048	CD-46 13718 	29008	7952	102790	20 49 28.93	-46 13 36.8	 4.90	   	zet  	Ind
311.9513750	 +6.0082500	198069	BD+05  4613 	28986	7953	102633	20 47 48.33	+06 00 29.7	 5.57	 13	     	Del
311.3383333	+57.5803056	198084	BD+57  2240 	28956	7955	102431	20 45 21.20	+57 34 49.1	 4.52	   	ups01	Cep
311.7946667	+34.3741111	198134	BD+33  4028 	28981	7956	102571	20 47 10.72	+34 22 26.8	 4.93	   	T    	Cyg
311.3219583	+61.8368056	198149	BD+61  2050 	28962	7957	102422	20 45 17.27	+61 50 12.5	 3.41	  3	eta  	Cep
311.8522083	+36.4907500	198183	BD+35  4267 	28994	7963	102589	20 47 24.53	+36 29 26.7	 4.53	 54	lam  	Cyg
312.4920000	-33.7796667	198232	CD-34 14660 	29026	7965	102831	20 49 58.08	-33 46 46.8	 4.89	   	alf  	Mic
312.8752083	-51.6081667	198308	CP-52 11782 	29055	7968	102950	20 51 30.05	-51 36 29.4	 5.06	   	iot  	Ind
312.4072500	+12.5448889	198390	BD+12  4472 	29037	7973	102805	20 49 37.74	+12 32 41.6	 6.01	 15	     	Del
312.4510000	 +7.8641667	198391	BD+07  4556 	29039	7974	102819	20 49 48.24	+07 51 51.0	 6.32	 14	     	Del
312.2345417	+46.1141389	198478	BD+45  3291 	29036	7977	102724	20 48 56.29	+46 06 50.9	 4.81	 55	     	Cyg
312.9948333	-33.1779722	198529	CD-33 15245 	29080	7979	102989	20 51 58.76	-33 10 40.7	 6.06	   	bet  	Mic
312.9554167	-26.9191389	198542	CD-27 15082 	29079	7980	102978	20 51 49.30	-26 55 08.9	 4.12	 18	ome  	Cap
312.8570417	 -5.6266389	198571	BD-06  5604 	29078	7982	102945	20 51 25.69	-05 37 35.9	 5.99	  4	     	Aqr
312.5201250	+44.0589722	198639	BD+43  3739 	29066	7984	102843	20 50 04.83	+44 03 32.3	 5.06	 56	     	Cyg
313.0362083	 -5.5070556	198667	BD-06  5606 	29094	7985	103005	20 52 08.69	-05 30 25.4	 5.55	  5	     	Aqr
313.7024167	-58.4540833	198700	CP-58  7788 	29133	7986	103227	20 54 48.58	-58 27 14.7	 3.67	   	bet  	Ind
312.8676667	+28.2505278	198726	BD+27  3890 	29089	7988	102949	20 51 28.24	+28 15 01.9	 5.66	   	T    	Vul
313.1633750	 -8.9832500	198743	BD-09  5598 	29109	7990	103045	20 52 39.21	-08 58 59.7	 4.73	  6	mu.  	Aqr
313.0322083	+27.0971389	198809	BD+26  4017 	29112	7995	103004	20 52 07.73	+27 05 49.7	 4.56	 31	     	Vul
313.6993750	-17.9228611	199012	BD-18  5805 	29164	8000	103226	20 54 47.85	-17 55 22.3	 5.78	 19	     	Cap
313.3114583	+44.3872778	199081	BD+43  3755 	29150	8001	103089	20 53 14.75	+44 23 14.2	 4.80	 57	     	Cyg
310.6462500	+82.5311111	199095	BD+81   718 	29019	8002	102208	20 42 35.10	+82 31 52.0	 5.75	 76	     	Dra
313.5932917	+28.5220000	199140	BD+27  3909 	29171	8007	103191	20 54 22.39	+28 31 19.2	 6.55	   	BW   	Vul
313.6401667	+28.0576389	199169	BD+27  3911 	29178	8008	103200	20 54 33.64	+28 03 27.5	 5.03	 32	     	Vul
313.9028333	+13.7215556	199253	BD+13  4572 	29201	8011	103294	20 55 36.68	+13 43 17.6	 5.19	 17	     	Del
313.9106250	+12.5685000	199254	BD+12  4501 	29202	8012	103298	20 55 38.55	+12 34 06.6	 5.54	 16	     	Del
314.2251250	 -9.6975278	199345	BD-10  5553 	29220	8015	103401	20 56 54.03	-09 41 51.1	 5.49	  7	     	Aqr
316.1792917	-77.0228611	199532	CP-77  1474 	29343	8021	104043	21 04 43.03	-77 01 22.3	 5.13	   	alf  	Oct
314.2933750	+41.1671944	199629	BD+40  4364 	29251	8028	103413	20 57 10.41	+41 10 01.9	 3.94	 58	nu.  	Cyg
314.6081667	+10.8393611	199665	BD+10  4425 	29266	8030	103527	20 58 25.96	+10 50 21.7	 5.51	 18	     	Del
314.5681250	+22.3259167	199697	BD+21  4424 	29267	8032	103511	20 58 16.35	+22 19 33.3	 5.30	 33	     	Vul
314.9005417	-19.0352222	199728	BD-19  5982 	29287	8033	103616	20 59 36.13	-19 02 06.8	 6.26	 20	     	Cap
314.7689167	 +4.2938333	199766	BD+03  4473 	29276	8034	103569	20 59 04.54	+04 17 37.8	 5.30	  1	eps  	Equ
315.3227500	-32.2577778	199951	CD-32 16353 	29331	8039	103738	21 01 17.46	-32 15 28.0	 4.67	   	gam  	Mic
315.1408750	 -4.7299167	199960	BD-05  5433 	29318	8041	103682	21 00 33.81	-04 43 47.7	 6.21	 11	     	Aqr
314.9564583	+47.5209444	200120	BD+46  3133 	29327	8047	103632	20 59 49.55	+47 31 15.4	 4.74	 59	f01  	Cyg
315.7415417	-38.6311944	200163	CD-39 14089 	29363	8048	103882	21 02 57.97	-38 37 52.3	 5.32	   	zet  	Mic
315.5521250	 +7.1798056	200256	BD+06  4731 	29361	    	103813	21 02 12.51	+07 10 47.3	 6.72	  2	lam  	Equ
315.2955000	+46.1557778	200310	BD+45  3364 	29354	8053	103732	21 01 10.92	+46 09 20.8	 5.38	 60	     	Cyg
316.3092917	-54.7269444	200365	CP-55  9509 	29420	8055	104085	21 05 14.23	-54 43 37.0	 5.17	   	mu.  	Ind
316.0191667	 -5.8233333	200496	BD-06  5664B	29416	8058	103981	21 04 04.60	-05 49 24.0	 7.31	 12	     	Aqr
316.0195833	 -5.8230556	200497	BD-06  5664A	29417	8059	      	21 04 04.70	-05 49 23.0	 5.89	 12	     	Aqr
316.1013333	-19.8549444	200499	BD-20  6115 	29419	8060	104019	21 04 24.32	-19 51 17.8	 4.82	 22	eta  	Cap
316.1443333	 +5.5028611	200644	BD+04  4606 	29430	8066	104031	21 04 34.64	+05 30 10.3	 5.63	  3	     	Equ
316.6062500	-41.3859444	200702	CD-41 14379 	29461	8069	104177	21 06 25.50	-41 23 09.4	 5.55	   	eta  	Mic
316.5046667	-30.1249444	200718	CD-30 18382 	29453	8070	104148	21 06 01.12	-30 07 29.8	 5.69	   	del  	Mic
316.4865833	-17.2327222	200761	BD-17  6174 	29460	8075	104139	21 05 56.78	-17 13 57.8	 4.08	 23	the  	Cap
316.6028333	-32.3416389	200763	CD-32 16398 	29465	8076	104174	21 06 24.68	-32 20 29.9	 5.20	  2	     	PsA
316.3616250	 +5.9585000	200790	BD+05  4697 	29451	8077	104101	21 05 26.79	+05 57 30.6	 5.94	  4	     	Equ
316.2327500	+43.9278611	200905	BD+43  3800 	29459	8079	104060	21 04 55.86	+43 55 40.3	 3.72	 62	ksi  	Cyg
316.7820417	-25.0057500	200914	CD-25 15235 	29490	8080	104234	21 07 07.69	-25 00 20.7	 4.49	 24	A    	Cap
316.6260000	+31.1846667	201078	BD+30  4318 	29502	8084	104185	21 06 30.24	+31 11 04.8	 5.77	   	DT   	Cyg
316.7118333	+38.7415000	201091	BD+38  4343 	29509	8085	104214	21 06 50.84	+38 44 29.4	 5.20	 61	     	Cyg
316.7174583	+38.7344167	201092	BD+38  4344 	     	8086	104217	21 06 52.19	+38 44 03.9	 6.05	 61	     	Cyg
317.1400417	-21.1935278	201184	BD-21  5933 	29543	8087	104365	21 08 33.61	-21 11 36.7	 5.30	 25	chi  	Cap
316.6503750	+47.6484167	201251	BD+47  3292 	29519	8089	104194	21 06 36.09	+47 38 54.3	 4.56	 63	f02  	Cyg
317.3872083	-20.5563333	201352	BD-21  5940 	29567	8091	104452	21 09 32.93	-20 33 22.8	 6.25	 27	     	Cap
318.3351667	-70.1262222	201371	CP-70  2835 	29606	8092	104755	21 13 20.44	-70 07 34.4	 5.06	   	omi  	Pav
317.3982917	-11.3716667	201381	BD-11  5538 	29571	8093	104459	21 09 35.59	-11 22 18.0	 4.50	 13	nu.  	Aqr
317.1619583	+30.2056944	201433	BD+29  4324 	29562	8094	104371	21 08 38.87	+30 12 20.5	 5.60	   	V389 	Cyg
317.5852917	+10.1319444	201601	BD+09  4732 	29591	8097	104521	21 10 20.47	+10 07 55.0	 4.70	  5	gam  	Equ
317.6304583	+10.0488889	201616	BD+09  4735 	29596	8098	104538	21 10 31.31	+10 02 56.0	 6.07	  6	     	Equ
318.3219583	-27.6190556	201901	CD-28 17178 	29652	8110	104750	21 13 17.27	-27 37 08.6	 5.41	  3	     	PsA
316.3717083	+78.1263333	201908	BD+77   800 	29563	8112	104105	21 05 29.21	+78 07 34.8	 5.91	 77	     	Dra
317.3833333	+68.4902778	202012	BD+67  1291 	29611	8113	      	21 09 32.00	+68 29 25.0	 7.33	   	T    	Cep
318.2340833	+30.2270833	202109	BD+29  4348 	29661	8115	104732	21 12 56.18	+30 13 37.5	 3.21	 64	zet  	Cyg
318.6199583	+10.0077222	202275	BD+09  4746 	29697	8123	104858	21 14 28.79	+10 00 27.8	 4.47	  7	del  	Equ
318.9078750	-20.6516944	202320	BD-21  5974 	29722	8127	104963	21 15 37.89	-20 39 06.1	 5.17	 28	phi  	Cap
318.9367917	-15.1715000	202369	BD-15  5935 	29727	8128	104974	21 15 44.83	-15 10 17.4	 5.31	 29	     	Cap
318.6972917	+38.0443333	202444	BD+37  4240 	29723	8130	104887	21 14 47.35	+38 02 39.6	 3.74	 65	tau  	Cyg
318.9558333	 +5.2480833	202447	BD+04  4635A	29735	8131	104987	21 15 49.40	+05 14 53.1	 3.92	  8	alf  	Equ
319.4843750	-32.1724722	202627	CD-32 16498 	29774	8135	105140	21 17 56.25	-32 10 20.9	 4.71	   	eps  	Mic
319.4886667	-17.9851389	202671	BD-18  5903 	29781	8137	105143	21 17 57.28	-17 59 06.5	 5.40	 30	     	Cap
319.5652917	-17.4621667	202723	BD-18  5904 	29788	8139	105168	21 18 15.67	-17 27 43.8	 7.18	 31	     	Cap
319.9661667	-53.4492778	202730	CP-53 10037 	29819	8140	105319	21 19 51.88	-53 26 57.4	 4.39	   	the  	Ind
319.5461250	 -4.5195000	202753	BD-05  5512 	29793	8141	105164	21 18 11.07	-04 31 10.2	 5.83	 15	     	Aqr
319.3539583	+39.3946944	202850	BD+38  4431 	29786	8143	105102	21 17 24.95	+39 23 40.9	 4.22	 67	sig  	Cyg
319.4794583	+34.8968889	202904	BD+34  4371 	29802	8146	105138	21 17 55.07	+34 53 48.8	 4.41	 66	ups  	Cyg
320.1899167	-40.8095000	203006	CD-41 14475 	29854	8151	105382	21 20 45.58	-40 48 34.2	 4.80	   	the01	Mic
319.6132500	+43.9459722	203064	BD+43  3877 	29823	8154	105186	21 18 27.18	+43 56 45.5	 5.04	 68	A    	Cyg
321.0697083	-69.7338611	203133	CP-70  2844 	29915	8156	105678	21 24 16.73	-69 44 01.9	 6.28	   	Y    	Pav
320.2680417	 -4.5601389	203222	BD-05  5524 	29877	8160	105412	21 21 04.33	-04 33 36.5	 5.87	 16	     	Aqr
319.6440833	+62.5854444	203280	BD+61  2111 	29848	8162	105199	21 18 34.58	+62 35 07.6	 2.45	  5	alf  	Cep
320.2700000	 +7.3545556	203291	BD+06  4802 	29880	8163	105413	21 21 04.80	+07 21 16.4	 5.81	  9	     	Equ
320.2676667	+23.8562500	203344	BD+23  4294 	29884	8165	105411	21 21 04.24	+23 51 22.5	 5.58	 34	     	Vul
320.5615833	-16.8345556	203387	BD-17  6245 	29903	8167	105515	21 22 14.78	-16 50 04.4	 4.28	 32	iot  	Cap
319.8425417	+64.8718333	203467	BD+64  1527 	29875	8171	105268	21 19 22.21	+64 52 18.6	 5.19	  6	     	Cep
320.5213750	+19.8043611	203504	BD+19  4691 	29914	8173	105502	21 22 05.13	+19 48 15.7	 4.08	  1	     	Peg
320.7344583	 -9.3192778	203525	BD-09  5728 	29925	8175	105574	21 22 56.27	-09 19 09.4	 5.99	 17	     	Aqr
320.7232500	 +6.8111111	203562	BD+06  4811 	29931	8178	105570	21 22 53.58	+06 48 40.0	 5.16	 10	bet  	Equ
321.1033333	-41.0066944	203585	CD-41 14503 	29950	8180	105696	21 24 24.80	-41 00 24.1	 5.76	   	the02	Mic
321.6103750	-65.3681389	203608	CP-65  3918 	29979	8181	105858	21 26 26.49	-65 22 05.3	 4.21	   	gam  	Pav
321.0400000	-20.8515556	203638	BD-21  6007 	29953	8183	105665	21 24 09.60	-20 51 05.6	 5.38	 33	     	Cap
321.0476667	-12.8781389	203705	BD-13  5923 	29957	8187	105668	21 24 11.44	-12 52 41.3	 5.48	 18	     	Aqr
321.5643333	-54.6605556	203760	CP-55  9586 	29994	8188	105841	21 26 15.44	-54 39 38.0	 6.10	   	gam  	Ind
321.2153333	 -3.3982222	203843	BD-04  5444 	29976	8192	105729	21 24 51.68	-03 23 53.6	 6.38	 20	     	Aqr
321.3042500	 -9.7481389	203875	BD-10  5668 	29988	8195	105761	21 25 13.02	-09 44 53.3	 5.71	 19	     	Aqr
322.1866250	-69.5052778	203881	CP-70  2850 	30026	8196	106044	21 28 44.79	-69 30 19.0	 5.47	   	SX   	Pav
321.3206667	 -3.5565833	203926	BD-04  5446 	29993	8199	105767	21 25 16.96	-03 33 23.7	 5.48	 21	     	Aqr
321.6667917	-22.4113889	204075	CD-22 15388 	30020	8204	105881	21 26 40.03	-22 24 41.0	 3.77	 34	zet  	Cap
321.8117917	-21.1961389	204139	BD-21  6020 	30027	8207	105928	21 27 14.83	-21 11 46.1	 5.78	 35	     	Cap
321.4459167	+36.6674167	204172	BD+36  4557 	30016	8209	105811	21 25 47.02	+36 40 02.7	 5.93	 69	     	Cyg
322.1805000	-21.8071667	204381	BD-22  5692 	30059	8213	106039	21 28 43.32	-21 48 25.8	 4.50	 36	b    	Cap
322.2655417	-31.2385278	204394	CD-31 18291 	30067	8214	106067	21 29 03.73	-31 14 18.7	 6.52	  5	     	PsA
321.8390000	+37.1168056	204403	BD+36  4568 	30044	8215	105942	21 27 21.36	+37 07 00.5	 5.30	 70	     	Cyg
321.9167917	+27.6085556	204414	BD+26  4164 	30048	8217	105966	21 27 40.03	+27 36 30.8	 5.39	 35	     	Vul
322.4870000	+23.6388333	204724	BD+23  4325 	30109	8225	106140	21 29 56.88	+23 38 19.8	 4.52	  2	     	Peg
321.9423333	+66.8091389	204770	BD+66  1405 	30081	8227	105972	21 27 46.16	+66 48 32.9	 5.42	  7	     	Cep
322.3621250	+46.5403333	204771	BD+45  3558 	30108	8228	106093	21 29 26.91	+46 32 25.2	 5.22	 71	g    	Cyg
323.0244167	-41.1793333	204783	CD-41 14550 	30138	8229	106327	21 32 05.86	-41 10 45.6	 5.29	   	ksi  	Gru
323.0607500	-33.9446111	204854	CD-34 15110 	30142	8230	106340	21 32 14.58	-33 56 40.6	 5.97	  6	     	PsA
322.8896667	 -5.5711667	204867	BD-06  5770 	30137	8232	106278	21 31 33.52	-05 34 16.2	 2.90	 22	bet  	Aqr
322.1649167	+70.5606944	205021	BD+69  1173 	30118	8238	106032	21 28 39.58	+70 33 38.5	 3.23	  8	bet  	Cep
323.7127917	-20.0843889	205289	BD-20  6237 	30204	8245	106559	21 34 51.07	-20 05 03.8	 5.70	 37	     	Cap
323.4952917	+45.5920556	205435	BD+44  3865 	30207	8252	106481	21 33 58.87	+45 35 31.4	 3.98	 73	rho  	Cyg
324.0454167	-26.1714444	205471	CD-26 15702 	30235	8253	106654	21 36 10.90	-26 10 17.2	 5.73	  8	     	PsA
325.3686250	-77.3894722	205478	CP-77  1510 	30289	8254	107089	21 41 28.47	-77 23 22.1	 3.73	   	nu.  	Oct
323.6936667	+38.5338333	205512	BD+37  4359 	30219	8255	106551	21 34 46.48	+38 32 01.8	 4.87	 72	     	Cyg
324.2031250	-33.0478889	205529	CD-33 15664 	30243	8256	106703	21 36 48.75	-33 02 52.4	 6.10	  7	     	PsA
324.2700833	-19.4660000	205637	BD-20  6251 	30252	8260	106723	21 37 04.82	-19 27 57.6	 4.51	 39	eps  	Cap
324.0101667	+45.3745833	205730	BD+44  3877 	30250	8262	106642	21 36 02.44	+45 22 28.5	 5.96	   	W    	Cyg
324.4376667	 -7.8541389	205767	BD-08  5701 	30268	8264	106786	21 37 45.04	-07 51 14.9	 4.68	 23	ksi  	Aqr
324.4317083	 +6.6183889	205811	BD+05  4830 	30270	8265	106783	21 37 43.61	+06 37 06.2	 6.19	  3	     	Peg
324.2374167	+40.4135000	205835	BD+39  4612 	30263	8266	106711	21 36 56.98	+40 24 48.6	 5.04	 74	     	Cyg
324.4390417	+19.3185833	205852	BD+18  4827 	30274	8267	106787	21 37 45.37	+19 19 06.9	 5.46	  5	     	Peg
324.6327917	 +5.7716667	205924	BD+05  4834 	30291	8270	106856	21 38 31.87	+05 46 18.0	 5.66	  4	     	Peg
324.3661667	+44.6966111	205939	BD+44  3889 	30278	8272	106752	21 37 27.88	+44 41 47.8	 6.19	   	CP   	Cyg
324.8807917	 -0.0511389	206058	BD-00  4245 	30314	    	106942	21 39 31.39	-00 03 04.1	 6.66	 24	     	Aqr
324.8886667	 +2.2437500	206067	BD+01  4517 	30315	8277	106944	21 39 33.28	+02 14 37.5	 5.10	 25	d    	Aqr
325.0222500	-16.6622500	206088	BD-17  6340 	30320	8278	106985	21 40 05.34	-16 39 44.1	 3.69	 40	gam  	Cap
324.4801250	+62.0819444	206165	BD+61  2169 	30302	8279	106801	21 37 55.23	+62 04 55.0	 4.76	  9	     	Cep
327.7260417	-82.7188333	206240	CP-83   722A	30472	8280	107843	21 50 54.25	-82 43 07.8	 5.27	   	lam  	Oct
325.3872083	-14.0468611	206301	BD-14  6102 	30354	8283	107095	21 41 32.93	-14 02 48.7	 5.16	 42	     	Cap
325.0460833	+43.2738056	206330	BD+42  4177 	30338	8284	106999	21 40 11.06	+43 16 25.7	 5.09	 75	     	Cyg
325.5026667	-23.2626389	206356	CD-23 17057 	30365	8285	107128	21 42 00.64	-23 15 45.5	 5.24	 41	     	Cap
325.5421667	 +1.2852778	206445	BD+00  4770 	30377	8287	107144	21 42 10.12	+01 17 07.0	 5.66	 26	     	Aqr
325.6642500	-18.8663056	206453	BD-19  6152 	30382	8288	107188	21 42 39.42	-18 51 58.7	 4.72	 43	kap  	Cap
325.5643333	 +5.6801389	206487	BD+05  4850 	30378	8289	107151	21 42 15.44	+05 40 48.5	 5.30	  7	     	Peg
325.3927917	+40.8053333	206538	BD+40  4611 	30376	8291	107097	21 41 34.27	+40 48 19.2	 6.07	 76	     	Cyg
325.7683333	-14.3997500	206561	BD-15  6046 	30393	8295	107232	21 43 04.40	-14 23 59.1	 5.88	 44	     	Cap
325.5045000	+35.5101944	206570	BD+34  4500 	30384	8297	107129	21 42 01.08	+35 30 36.7	 5.98	   	V460 	Cyg
325.5955833	+41.0770278	206644	BD+40  4615 	30394	8300	107162	21 42 22.94	+41 04 37.3	 5.73	 77	     	Cyg
325.5235833	+51.1896389	206672	BD+50  3410 	30391	8301	107136	21 42 05.66	+51 11 22.7	 4.69	 80	pi.01	Cyg
326.0040833	-14.7493889	206677	BD-15  6052 	30419	8302	107302	21 44 00.98	-14 44 57.8	 5.96	 45	     	Cap
326.2366250	-33.0255556	206742	CD-33 15734 	30439	8305	107380	21 44 56.79	-33 01 32.0	 4.35	  9	iot  	PsA
325.8567917	+38.2836111	206774	BD+37  4408 	30421	8307	107253	21 43 25.63	+38 17 01.0	 5.69	 79	     	Cyg
326.0464167	 +9.8750000	206778	BD+09  4891 	30431	8308	107315	21 44 11.14	+09 52 30.0	 2.38	  8	eps  	Peg
326.0350000	+28.7432222	206826	BD+28  4169A	30438	8309	107310	21 44 08.40	+28 44 35.6	 4.49	 78	mu.01	Cyg
326.0345833	+28.7430556	206827	BD+28  4169B	30437	8310	      	21 44 08.30	+28 44 35.0	 6.08	 78	mu.02	Cyg
326.2510417	 -9.0824167	206834	BD-09  5829 	30448	8311	107382	21 45 00.25	-09 04 56.7	 5.10	 46	c    	Cap
326.1278750	+17.3500556	206859	BD+16  4582 	30444	8313	107348	21 44 30.69	+17 21 00.2	 4.34	  9	     	Peg
326.1612500	+25.6450000	206901	BD+24  4463 	30450	8315	107354	21 44 38.70	+25 38 42.0	 4.14	 10	kap  	Peg
325.8768750	+58.7800556	206936	BD+58  2316 	30440	8316	107259	21 43 30.45	+58 46 48.2	 4.23	   	mu.  	Cep
325.4795000	+71.3111944	206952	BD+70  1193 	30415	8317	107119	21 41 55.08	+71 18 40.3	 4.55	 11	     	Cep
326.5677500	 -9.2759444	207005	BD-09  5833 	30474	8318	107487	21 46 16.26	-09 16 33.4	 6.00	 47	     	Cap
326.6336667	-11.3659444	207052	BD-12  6087 	30481	8319	107517	21 46 32.08	-11 21 57.4	 5.57	 48	lam  	Cap
326.5181667	+22.9488889	207089	BD+22  4472 	30479	8321	107472	21 46 04.36	+22 56 56.0	 5.29	 12	     	Peg
326.7595417	-16.1265556	207098	BD-16  5943 	30491	8322	107556	21 47 02.29	-16 07 35.6	 2.85	 49	del  	Cap
325.7672083	+72.3201944	207130	BD+71  1082 	30452	8324	107230	21 43 04.13	+72 19 12.7	 5.18	 78	     	Dra
326.9340417	-30.8983056	207155	CD-31 18466 	30509	8326	107608	21 47 44.17	-30 53 53.9	 5.02	 10	the  	PsA
326.8081667	 +2.6861389	207203	BD+02  4414 	30501	8328	107575	21 47 13.96	+02 41 10.1	 5.63	 11	     	Peg
327.6967917	-69.6294167	207241	CP-70  2873 	30541	8333	107835	21 50 47.23	-69 37 45.9	 5.52	   	omi  	Ind
326.3622083	+61.1208056	207260	BD+60  2288 	30483	8334	107418	21 45 26.93	+61 07 14.9	 4.25	 10	nu.  	Cep
326.6983750	+49.3095833	207330	BD+48  3504 	30512	8335	107533	21 46 47.61	+49 18 34.5	 4.23	 81	pi.02	Cyg
326.8554583	+60.6926944	207528	BD+60  2294 	30526	8339	107586	21 47 25.31	+60 41 33.7	 5.53	 12	     	Cep
327.4611667	+30.1742778	207650	BD+29  4525 	30565	8343	107763	21 49 50.68	+30 10 27.4	 5.07	 14	     	Peg
327.5360000	+17.2859444	207652	BD+16  4612 	30569	8344	107788	21 50 08.64	+17 17 09.4	 5.34	 13	     	Peg
328.3232500	-13.5518056	207958	BD-14  6149 	30631	8351	108036	21 53 17.58	-13 33 06.5	 5.08	 51	mu.  	Cap
328.4818750	-37.3648333	207971	CD-37 14536 	30640	8353	108085	21 53 55.65	-37 21 53.4	 3.00	   	gam  	Gru
328.1248333	+28.7936944	207978	BD+28  4215 	30625	8354	107975	21 52 29.96	+28 47 37.3	 5.52	 15	     	Peg
328.2656667	+25.9251389	208057	BD+25  4635 	30635	8356	108022	21 53 03.76	+25 55 30.5	 5.09	 16	     	Peg
329.0585000	-57.8996111	208149	CP-58  7911 	30679	8362	108281	21 56 14.04	-57 53 58.6	 6.17	   	pi.  	Ind
329.4792917	-54.9925556	208450	CP-55  9733 	30720	8368	108431	21 57 55.03	-54 59 33.2	 4.40	   	del  	Ind
329.6252917	-59.0122222	208496	CP-59  7744 	30724	8369	108478	21 58 30.07	-59 00 44.0	 6.13	   	kap  	Ind
328.7215000	+56.6112222	208501	BD+55  2644 	30691	8371	108165	21 54 53.16	+56 36 40.4	 5.74	 13	     	Cep
329.2349583	+12.0765278	208565	BD+11  4696 	30719	8373	108339	21 56 56.39	+12 04 35.5	 5.54	 17	     	Peg
329.1630833	+63.6255556	208816	BD+62  2007 	30731	8383	108317	21 56 39.14	+63 37 32.0	 5.11	   	VV   	Cep
330.0330000	 +6.7174444	209008	BD+06  4940 	30779	8385	108612	22 00 07.92	+06 43 02.8	 6.00	 18	     	Peg
330.2092500	-28.4537500	209014	CD-29 18119 	30785	8386	108661	22 00 50.22	-28 27 13.5	 5.43	 12	eta  	PsA
330.8226667	-56.7798056	209100	CP-57 10015 	30817	8387	108870	22 03 17.44	-56 46 47.3	 4.69	   	eps  	Ind
330.2708750	 +0.6047500	209128	BD-00  4296 	30799	8390	108691	22 01 05.01	+00 36 17.1	 5.60	 28	     	Aqr
330.2721667	+13.1199722	209166	BD+12  4737 	30803	8392	108693	22 01 05.32	+13 07 11.9	 5.61	 20	     	Peg
330.2885000	 +8.2571667	209167	BD+07  4779 	30804	8393	108699	22 01 09.24	+08 15 25.8	 5.65	 19	     	Peg
330.6093750	-16.9648333	209278	BD-17  6422 	30823	8396	108797	22 02 26.25	-16 57 53.4	 6.39	 29	     	Aqr
329.8129167	+73.1802778	209369	BD+72  1009 	30800	8400	108535	21 59 15.10	+73 10 49.0	 5.04	 16	     	Cep
330.8184583	 -6.5224167	209396	BD-07  5688 	30842	8401	108868	22 03 16.43	-06 31 20.7	 5.55	 30	     	Aqr
330.8284583	 -2.1553333	209409	BD-02  5681 	30844	8402	108874	22 03 18.83	-02 09 19.2	 4.74	 31	omi  	Aqr
330.8292500	+11.3865556	209459	BD+10  4681 	30846	8404	108875	22 03 19.02	+11 23 11.6	 5.83	 21	     	Peg
331.0992917	-29.9165278	209476	CD-30 18985 	30856	8405	108952	22 04 23.83	-29 54 59.5	 6.45	 13	     	PsA
330.5190833	+58.0003611	209481	BD+57  2441 	30837	8406	108772	22 02 04.58	+58 00 01.3	 5.55	 14	     	Cep
331.4622917	-59.6359444	209529	CP-60  7541 	30878	8409	109081	22 05 50.95	-59 38 09.4	 5.62	   	kap  	Ind
331.1976250	 -0.9062500	209625	BD-01  4242 	30872	8410	108991	22 04 47.43	-00 54 22.5	 5.29	 32	     	Aqr
331.5287500	-39.5430556	209688	CD-40 14639 	30892	8411	109111	22 06 06.90	-39 32 35.0	 4.47	   	lam  	Gru
330.9744167	+59.8145833	209744	BD+59  2456 	30874	    	108925	22 03 53.86	+59 48 52.5	 6.69	 15	     	Cep
331.4195417	 +5.0582778	209747	BD+04  4800 	30894	8413	109068	22 05 40.69	+05 03 29.8	 4.86	 22	nu.  	Peg
331.4459583	 -0.3198333	209750	BD-01  4246 	30896	8414	109074	22 05 47.03	-00 19 11.4	 2.95	 34	alf  	Aqr
330.9705417	+63.1197778	209772	BD+62  2028 	30880	8416	108924	22 03 52.93	+63 07 11.2	 5.26	 18	     	Cep
330.9465000	+64.6277500	209790	BD+63  1802A	30877	8417	108917	22 03 47.16	+64 37 39.9	 4.26	 17	ksi  	Cep
330.9354167	+64.6266667	209791	BD+63  1802B	30876	    	      	22 03 44.50	+64 37 36.0	 4.30	 17	ksi  	Cep
331.6092083	-13.8695278	209819	BD-14  6209 	30914	8418	109139	22 06 26.21	-13 52 10.3	 4.29	 33	iot  	Aqr
331.3943750	+28.9640000	209833	BD+28  4284 	30899	8419	109056	22 05 34.65	+28 57 50.4	 5.69	 23	     	Peg
332.0578333	-46.9606111	209952	CD-47 14063 	30942	8425	109268	22 08 13.88	-46 57 38.2	 1.73	   	alf  	Gru
