HD	RA	DEG	Bayer	Cst
148890	248.9365417	-65.4953333	the  	TrA
148897	247.64	20.4793333	s    	Her
148898	248.034125	-21.4664722	ome  	Oph
149038	248.5209167	-44.0453056	mu.  	Nor
149081	247.5253333	48.9612222	     	Her
149121	248.1486667	5.5212222	n    	Her
149141	247.8773333	33.5136111	     	Her
149161	248.1516667	11.4882222	h    	Her
149212	246.9960417	68.7680556	A    	Dra
149324	250.7725833	-77.5165833	bet  	Aps
149420	248.3714583	30.4990833	     	Her
149438	248.9706667	-28.2159722	tau  	Sco
149447	249.0935833	-35.2553611	H    	Sco
149630	248.5257917	42.4368889	sig  	Her
149661	249.08825	-2.3238333	     	Oph
149671	250.346375	-68.2960833	eta01	TrA
149730	249.9364167	-56.9943889	R    	Ara
149757	249.2897083	-10.5671389	zet  	Oph
150100	249.047625	52.8999722	     	Dra
150117	249.0572083	52.9243611	     	Dra
150118	249.05875	52.9241667	     	Dra
150378	250.1612083	4.2198056	     	Her
150379	250.1464583	4.2072222	     	Her
150416	250.3933333	-17.7421667	     	Sco
150450	249.6870417	48.9282778	     	Her
150557	250.42725	1.1811111	     	Oph
150680	250.3228333	31.6018889	zet  	Her
150682	250.4029167	26.917	     	Her
150798	252.166125	-69.0276389	alf  	TrA
150997	250.7239167	38.9224722	eta  	Her
151090	251.2504583	6.0887778	     	Her
151101	250.2296667	64.5890833	g    	Dra
151133	251.3736667	1.0201389	     	Oph
151179	251.7139583	-25.5285278	     	Sco
151217	251.457875	8.5825833	i    	Her
151249	252.4462917	-59.0413056	eta  	Ara
151431	251.7906667	2.0645556	     	Oph
151525	251.9434583	5.2468333	l    	Her
151659	252.435	-24.64	     	Oph
151680	252.5426667	-34.2926111	eps  	Sco
151769	252.4582083	-10.7828056	     	Oph
151890	252.9676667	-38.0473333	mu.01	Sco
151937	252.3138333	29.9645278	     	Her
151956	252.580625	7.2476944	k    	Her
151985	253.0839583	-38.0174722	mu.02	Sco
152107	252.3091667	45.9834444	     	Her
152127	252.8539167	1.2159722	     	Oph
152173	252.6623333	29.8065556	     	Her
152236	253.498875	-42.3620278	zet01	Sco
152276	252.9741667	14.9413889	S    	Her
152308	253.0201667	14.9741944	     	Her
152326	252.9385833	24.6564167	     	Her
152334	253.6462917	-42.36075	zet02	Sco
152476	253.9070833	-45.1019444	RS   	Sco
152598	253.2421667	31.7017222	     	Her
152601	253.6487917	-6.1539167	     	Oph
152614	253.5020833	10.1654444	iot  	Oph
152783	254.1577083	-30.5800278	RR   	Sco
152786	254.655125	-55.9900556	zet  	Ara
152820	254.2965417	-33.2594722	     	Sco
152849	254.2001667	-23.1503333	     	Oph
152863	253.7589583	25.7307222	     	Her
152879	253.8426667	18.4331944	     	Her
152980	254.8960417	-53.1605	eps01	Ara
153210	254.4177917	9.3750556	kap  	Oph
153287	254.3793333	25.3528056	     	Her
153363	255.0395	-24.9889444	     	Oph
153580	255.7862917	-53.2366389	eps02	Ara
153597	254.0056667	65.1346667	h    	Dra
153687	255.265125	-4.2224444	     	Oph
153697	254.1055	65.0390556	     	Dra
153727	255.463625	-18.8855	     	Oph
153751	251.4923333	82.03725	eps  	UMi
153808	255.0725417	30.9263333	eps  	Her
154029	255.4015	33.5682778	d    	Her
154090	256.205625	-34.1229167	k    	Sco
154143	255.78275	14.0921111	     	Oph
154356	255.8757917	35.4141667	     	Her
154494	256.3444167	12.7408611	     	Her
154721	256.9408333	-16.0919444	R    	Oph
154905	256.3340833	54.4698611	mu.  	Dra
154906	256.3320833	54.4702778	mu.  	Dra
155103	257.0086667	35.9352222	c    	Her
155125	257.5944167	-15.7251389	eta  	Oph
155203	258.03825	-43.2385	eta  	Sco
155514	257.7632083	24.2376111	     	Her
155644	258.115875	10.5852222	     	Oph
155763	257.1967917	65.7146389	zet  	Dra
155885	258.8387083	-26.6000556	A    	Oph
155886	258.8366667	-26.6013889	A    	Oph
156014	258.6619167	14.39025	alf01	Her
156015	258.6633333	14.39	alf02	Her
156164	258.758	24.8395833	del  	Her
156190	260.5245	-70.1231667	iot  	Aps
156247	259.1321667	1.2105833	U    	Oph
156266	259.1529583	-0.4451389	     	Oph
156277	260.4980417	-67.7706389	zet  	Aps
156283	258.761875	36.8091667	pi.  	Her
156349	259.503	-24.2868889	omi  	Oph
156350	259.5026667	-24.2840833	omi  	Oph
156633	259.3315417	33.1001111	u    	Her
156681	259.654125	10.8647222	e    	Oph
156729	259.417875	37.2913333	e    	Her
156897	260.250875	-21.1124444	ksi  	Oph
156928	260.2068333	-12.8468889	nu.  	Ser
156947	259.1227083	60.6705833	VW   	Dra
156979	260.6936667	-45.6142778	V636 	Sco
157042	260.817	-47.4681667	iot  	Ara
157056	260.5024167	-24.9995	the  	Oph
157198	260.2259167	24.4994444	     	Her
157214	260.1644583	32.4702778	w    	Her
157236	260.8399583	-28.14275	     	Oph
157244	261.325	-55.5298333	bet  	Ara
157246	261.3485833	-56.3776944	gam  	Ara
157325	260.088125	46.2406667	     	Her
157457	261.500125	-50.6335278	kap  	Ara
157728	261.0275417	22.9603611	     	Her
157778	260.9195833	37.1466667	rho  	Her
157779	260.9208333	37.1458333	rho  	Her
157792	261.5925833	-24.1750278	b    	Oph
157919	261.8385833	-29.8666944	d    	Oph
157950	261.6580833	-5.0865	     	Oph
157999	261.6286667	4.1403333	sig  	Oph
158094	262.7749167	-60.6836111	del  	Ara
158408	262.691	-37.29575	ups  	Sco
158414	261.6843333	48.2600833	x    	Her
158427	262.9605	-49.8759722	alf  	Ara
158643	262.8539583	-23.9625833	c    	Oph
158899	262.6845833	26.1106111	lam  	Her
158926	263.4022083	-37.10375	lam  	Sco
159139	262.9565417	28.4074444	     	Her
159181	262.60825	52.3013611	bet  	Dra
159217	263.9150417	-46.5055833	sig  	Ara
159376	263.8270833	-22.0438056	     	Oph
159433	264.136875	-38.6348611	Q    	Sco
159480	263.652875	9.5867222	f    	Oph
159492	264.5232083	-54.5000833	pi.  	Ara
159532	264.3297083	-42.9978333	the  	Sco
159541	263.0434167	55.1841111	nu.01	Dra
159560	263.0661667	55.1728056	nu.02	Dra
159561	263.7333333	12.5605833	alf  	Oph
159876	264.3967917	-15.3984167	ksi  	Ser
159966	262.9912083	68.1346944	f    	Dra
159975	264.4613333	-8.1187222	mu.  	Oph
160032	265.098875	-49.4151667	lam  	Ara
160181	264.3795833	24.3099722	     	Her
160269	263.746875	61.8758333	     	Dra
160290	264.1567917	48.5854722	y    	Her
160538	263.1722917	74.2272778	     	Dra
160578	265.622	-39.0299167	kap  	Sco
160613	265.3538333	-12.8751667	omi  	Ser
160635	266.4333333	-64.7237222	eta  	Pav
160691	266.0363333	-51.8335833	mu.  	Ara
160762	264.8662083	46.0063333	iot  	Her
160915	265.8577083	-21.6830833	     	Oph
160922	264.237875	68.7571944	ome  	Dra
161074	265.6183333	24.5643056	     	Her
161096	265.86825	4.5669167	bet  	Oph
161239	265.8401667	24.3276389	     	Her
161270	266.1420417	2.5794167	     	Oph
161471	266.8961667	-40.1269722	iot01	Sco
161592	266.890125	-27.83075	X    	Sgr
161783	267.6182917	-53.6123889	ups01	Ara
161797	266.6155	27.7225	mu.  	Her
161868	266.9732083	2.7074722	gam  	Oph
161892	267.464375	-37.0433611	G    	Sco
161912	267.5462917	-40.0904167	iot02	Sco
161917	267.7959583	-53.1302778	ups02	Ara
162003	265.484625	72.1495	psi  	Dra
162004	265.4918333	72.1575833	psi  	Dra
162211	267.2047917	25.6229722	     	Her
162579	267.2680417	50.7805556	     	Dra
162714	268.16125	-6.1435556	Y    	Oph
162732	267.513875	48.3941111	z    	Her
162978	268.7251667	-24.8870833	     	Oph
163217	268.3250833	40.0078333	f    	Her
163506	268.8549583	26.0499722	     	Her
163588	268.3817917	56.8724444	ksi  	Dra
163770	269.06325	37.2505278	the  	Her
163917	269.7566667	-9.7733611	nu.  	Oph
163955	269.9481667	-23.816	     	Sgr
163989	267.36225	76.9622778	     	Dra
163990	269.202125	45.3509167	OP   	Her
163993	269.4409583	29.2479167	ksi  	Her
164058	269.1515833	51.4889444	gam  	Dra
164136	269.625625	30.1892778	nu.  	Her
164259	270.1205	-3.6901667	zet  	Ser
164284	270.0658333	4.3686389	     	Oph
164349	270.01425	16.7509444	     	Her
164353	270.1613333	2.9315833	     	Oph
164358	270.3463333	-17.1568611	     	Sgr
164461	283.6985417	-87.6055278	chi  	Oct
164577	270.4382917	1.3051111	     	Oph
164584	270.7129167	-24.2824167	     	Sgr
164613	268.7964167	72.0051389	     	Dra
164668	270.3745833	21.5952778	     	Her
164669	270.3766667	21.5955556	     	Her
164764	270.7708333	-8.1802778	tau  	Oph
164765	270.7704167	-8.1805556	tau  	Oph
164794	270.9685	-24.3607222	     	Sgr
164852	270.5960417	20.8336389	     	Her
164900	270.6256667	22.92325	     	Her
164975	271.2550833	-29.5800833	W    	Sgr
165024	271.6578333	-50.0914444	the  	Ara
165040	272.1449583	-63.6680556	pi.  	Pav
165135	271.4521667	-30.4236389	gam  	Sgr
165174	271.1556667	1.919	V986 	Oph
165341	271.363375	2.5024444	p    	Oph
165499	272.6094167	-62.0027778	iot  	Pav
165625	271.5079583	22.2188889	     	Her
165760	271.8264583	8.7338056	     	Oph
165777	271.8375833	9.5636667	     	Oph
165908	271.7567083	30.5618611	b    	Her
166014	271.885625	28.7624722	omi  	Her
166045	271.9565	26.1012222	     	Her
166046	271.9562917	26.0972778	     	Her
166063	272.8074167	-45.9543333	eps  	Tel
166182	272.1895417	20.8145833	     	Her
166205	263.05375	86.5863333	del  	UMi
166230	272.22025	20.0452778	     	Her
166233	272.3910833	3.9932778	     	Oph
166464	272.9305417	-23.7011667	     	Sgr
166865	270.0140417	80.0005278	     	Dra
166866	270.0377917	80.0038056	     	Dra
166926	262.6957083	86.9680278	     	UMi
166937	273.440875	-21.0588333	mu.  	Sgr
167006	272.9757083	31.4052778	A    	Her
167036	273.5662917	-21.7131111	     	Sgr
167263	273.8040417	-20.3879722	     	Sgr
167264	273.8037917	-20.7282778	     	Sgr
167468	275.9018333	-75.0443333	phi  	Oct
167570	274.147375	-20.5444722	     	Sgr
167618	274.4072083	-36.7612778	eta  	Sgr
167647	274.4010417	-34.1072222	RS   	Sgr
168151	273.4723333	64.3971944	     	Dra
168339	275.80675	-61.4939167	ksi  	Pav
168454	275.2484167	-29.8280278	del  	Sgr
168532	274.7944583	24.4460556	     	Her
168608	275.3457917	-18.8599722	Y    	Sgr
168653	273.8210417	68.7559722	     	Dra
168656	275.2169167	3.3771389	     	Oph
168720	275.0745833	21.9614444	     	Her
168723	275.3288333	-2.8971111	eta  	Ser
168775	274.9655	36.0644444	kap  	Lyr
168913	275.237375	29.8588056	     	Her
168914	275.25425	28.8698333	t    	Her
169022	276.043125	-34.3843056	eps  	Sgr
169027	274.244875	68.7416944	     	Dra
169156	275.9147917	-8.9345	zet  	Sct
169233	276.2562917	-30.7563889	     	Sgr
169414	275.9240417	21.7703333	     	Her
169420	276.3376667	-20.5416111	     	Sgr
169467	276.7434583	-45.9683333	alf  	Tel
169702	276.0575	39.50725	mu.  	Lyr
169767	277.20725	-49.0700278	zet  	Tel
169916	276.9927917	-25.42125	lam  	Sgr
169978	277.8434583	-62.2781944	nu.  	Pav
169985	276.802125	0.1961389	d    	Ser
169986	276.8008333	0.1966667	d    	Ser
170000	275.1893333	71.3377222	phi  	Dra
170073	275.9777083	58.8005833	b    	Dra
170153	275.25975	72.7336944	chi  	Dra
170296	277.299375	-14.5658056	gam  	Sct
170465	277.9393333	-45.91475	del01	Tel
170474	277.4206667	-1.9852222	c    	Ser
170523	278.0080833	-45.7573611	del02	Tel
170693	276.4957917	65.5635556	     	Dra
170845	278.3756667	-42.3124722	the  	CrA
170867	278.3461667	-38.72	kap01	CrA
170868	278.346375	-38.7259444	kap02	CrA
170920	277.9874583	-1.0029722	     	Ser
171115	278.472875	-24.0322778	     	Sgr
171237	278.6365	-24.2223889	     	Sgr
171443	278.8018333	-8.2433056	alf  	Sct
171635	278.1438333	57.0456111	d    	Dra
171759	280.758875	-71.4277222	zet  	Pav
171978	279.3997917	-0.3094167	e    	Ser
172167	279.234125	38.783	alf  	Lyr
172380	279.5269583	39.6683056	XY   	Lyr
172546	280.4650417	-23.8333611	     	Sgr
172748	280.5684167	-9.0525556	del  	Sct
172777	280.9455833	-38.3233056	lam  	CrA
173009	280.8801667	-8.27525	eps  	Sct
173168	282.1581667	-65.0775	the  	Pav
173300	281.4139583	-26.9907778	phi  	Sgr
173370	281.2080417	2.0600833	     	Aql
173460	281.5857917	-22.3921944	     	Sgr
173524	280.6581667	55.5393889	c    	Dra
173540	281.9358333	-40.4061111	mu.  	CrA
173582	281.08475	39.6699722	eps01	Lyr
173583	281.0845833	39.6711111	eps01	Lyr
173607	281.0949167	39.6125833	eps02	Lyr
173608	281.0954167	39.6127778	eps02	Lyr
173648	281.1930833	37.6050556	zet01	Lyr
173649	281.2007917	37.5945556	zet02	Lyr
173654	281.6190833	-0.9616389	     	Aql
173667	281.4155417	20.5471111	     	Her
173715	282.2102917	-43.68	eta01	CrA
173764	281.7936667	-4.7478333	bet  	Sct
173819	281.87075	-5.7050833	R    	Sct
173861	282.3958333	-43.4340278	eta02	CrA
173880	281.7550833	18.1812222	     	Her
173948	283.0543333	-62.1875556	lam  	Pav
174116	282.417125	-20.32475	     	Sgr
174295	283.1650417	-52.1071389	kap  	Tel
174309	282.7104167	-22.1621111	     	Sgr
174343	281.8730833	49.4318889	     	Dra
174585	282.4412917	32.8128333	nu.01	Lyr
174589	282.8423333	-3.3178056	     	Aql
174602	282.4705	32.5510833	nu.  	Lyr
174638	282.5199583	33.3626667	bet  	Lyr
174639	282.505	33.3572222	bet  	Lyr
174664	282.5275	33.3513889	bet  	Lyr
174694	284.2376667	-67.2335278	kap  	Pav
174933	283.0684583	21.4251667	     	Her
174947	283.500375	-21.3598056	     	Sgr
174974	283.5424167	-22.7448333	nu.01	Sgr
175190	283.7794583	-22.67125	nu.02	Sgr
175191	283.8163333	-26.2965833	sig  	Sgr
175286	281.59275	75.4338056	     	Dra
175306	282.8000417	59.3882778	omi  	Dra
175329	284.6524583	-60.2006389	ome  	Pav
175426	283.4315	36.9717222	del01	Lyr
175492	283.687	22.6450833	     	Her
175493	283.6920833	22.6536111	     	Her
175510	284.6156667	-52.9386111	lam  	Tel
175515	283.8643333	6.6155	     	Ser
175588	283.6262083	36.8986111	del02	Lyr
175638	284.0548333	4.2035278	the01	Ser
175639	284.060875	4.2020556	the02	Ser
175687	284.3353333	-20.6563333	ksi01	Sgr
175751	284.265125	-5.8462222	eta  	Sct
175775	284.4324167	-21.1066111	ksi02	Sgr
175813	284.681125	-37.1070833	eps  	CrA
175865	283.8337083	43.9458889	R    	Lyr
175869	284.319125	2.5353889	     	Ser
176155	284.5614583	17.3609444	FF   	Aql
176232	284.6955	13.9067778	     	Aql
176303	284.773875	13.6225556	     	Aql
176408	284.1878333	57.815	     	Dra
176411	284.9057917	15.0684722	eps  	Aql
176437	284.7359167	32.6895556	gam  	Lyr
176524	283.5990417	71.2970833	ups  	Dra
176638	285.7784583	-42.095	zet  	CrA
176670	285.0034167	32.1455	lam  	Lyr
176678	285.4201667	-5.7390278	i    	Aql
176687	285.653	-29.8801111	zet  	Sgr
176984	285.7270417	-3.699	g    	Aql
177171	286.583	-52.3406389	rho  	Tel
177196	285.3598333	46.9350278	     	Lyr
177241	286.1705417	-21.7413611	omi  	Sgr
177249	285.181125	55.6583056	     	Dra
177463	286.24025	-4.0313611	h    	Aql
177474	286.6043333	-37.06275	gam  	CrA
177475	286.6045833	-37.0633333	gam  	CrA
177482	317.1917083	-88.9565	sig  	Oct
177716	286.7351667	-27.6698056	tau  	Sgr
177724	286.3525417	13.8637222	zet  	Aql
177756	286.5622917	-4.8823333	lam  	Aql
177873	287.0872083	-40.4966389	del  	CrA
177940	286.5925	8.23	R    	Aql
178125	286.7441667	11.0713056	     	Aql
178207	286.229875	53.3966111	     	Dra
178253	287.3678333	-37.90425	alf  	CrA
178345	287.5072917	-39.3406944	bet  	CrA
178449	286.85625	32.5016667	     	Lyr
178475	286.8255417	36.1001667	iot  	Lyr
178524	287.4409583	-21.0235278	pi.  	Sgr
178596	287.2496667	6.0733889	     	Aql
179009	289.1191667	-69.19075	tau  	Pav
179406	288.1695833	-7.9395	     	Aql
179527	287.9417083	31.2834722	     	Lyr
179761	288.4279167	2.2937222	     	Aql
179933	287.4408333	65.9784444	     	Dra
179950	288.885	-25.2566111	psi  	Sgr
180006	287.9188333	56.8590833	     	Dra
180093	289.1365	-33.5223056	RY   	Sgr
180163	288.4395417	39.1459722	eta  	Lyr
180317	288.82225	21.2321111	     	Sge
180482	289.12925	4.8348333	     	Aql
180540	289.4087083	-18.9528889	d    	Sgr
180554	289.0543333	21.3904444	     	Vul
180610	288.4798333	57.70525	     	Dra
180711	288.138125	67.6613056	del  	Dra
180777	287.290625	76.5608056	     	Dra
180809	289.0920833	38.1337222	the  	Lyr
180868	289.4541667	11.5953889	ome01	Aql
180968	289.4318333	23.0255556	     	Vul
180972	289.635375	1.0850833	     	Aql
181053	289.7122083	0.339	     	Aql
181182	289.7017083	19.6104722	U    	Sge
181276	289.2754583	53.3681667	kap  	Cyg
181296	290.71325	-54.4237222	eta  	Tel
181333	289.9139583	12.3746389	A    	Aql
181383	289.971	11.5349167	ome02	Aql
181391	290.1368333	-5.4158611	f    	Aql
181440	290.1486667	-0.8921667	d    	Aql
181454	290.6595417	-44.4589167	bet01	Sgr
181577	290.41825	-17.84725	rho01	Sgr
181615	290.43175	-15.955	ups  	Sgr
181623	290.8044167	-44.7996389	bet02	Sgr
181645	290.4617917	-18.3081667	rho02	Sgr
181869	290.9714583	-40.6156389	alf  	Sgr
181984	288.8887083	73.3552222	tau  	Dra
182255	290.712	26.2624167	     	Vul
182369	291.3185417	-24.5084444	chi01	Sgr
182391	291.3428333	-24.4121111	chi02	Sgr
182416	291.373625	-23.9624167	chi03	Sgr
182490	291.092	16.93775	     	Sge
182564	290.1669583	65.7144167	pi.  	Dra
182568	291.0315417	29.6213056	     	Cyg
182571	291.189125	16.9570556	     	Sge
182572	291.2407083	11.9428611	b    	Aql
182629	291.5797083	-21.7766944	     	Sgr
182640	291.3739583	3.1145833	del  	Aql
182762	291.3689167	19.7985278	     	Vul
182835	291.6295417	0.3385833	nu.  	Aql
182919	291.5551667	20.0978333	     	Vul
183028	292.6440417	-55.1100278	mu.  	Tel
183030	259.2385833	89.0377222	lam  	UMi
183056	291.538	36.3178611	     	Cyg
183324	292.254125	1.9505278	c    	Aql
183344	292.339	-7.0440556	U    	Aql
183439	292.1767083	24.6651667	alf  	Vul
183491	292.2378333	24.7686944	     	Vul
183534	291.8582083	52.3205	     	Cyg
183537	292.3370833	20.2797778	     	Vul
183556	290.3980417	76.5596111	UX   	Dra
183630	292.6659167	-2.7888611	e    	Aql
183912	292.680375	27.9596944	bet01	Cyg
183914	292.6891667	27.9652778	bet02	Cyg
184006	292.4264167	51.7294722	iot  	Cyg
184127	293.804125	-48.0991111	iot  	Tel
184171	292.943	34.4529722	     	Cyg
184406	293.5217917	7.3793056	mu.  	Aql
184492	293.7802083	-10.5604444	     	Aql
184552	294.006875	-24.7190278	h01  	Sgr
184606	293.645375	19.7733889	     	Vul
184707	294.176625	-24.8835556	h02  	Sgr
184759	293.7121667	29.4629167	     	Cyg
184915	294.2227083	-7.0274722	kap  	Aql
184930	294.1803333	-1.2865556	iot  	Aql
185037	293.95125	36.9445556	     	Cyg
185124	294.4469167	-4.6475	     	Aql
185144	293.0857917	69.6653889	sig  	Dra
185194	294.3224167	16.4627778	eps  	Sge
185395	294.1105833	50.2204722	the  	Cyg
185404	294.9560833	-23.4276111	     	Sgr
185456	294.2054167	50.1997222	R    	Cyg
185507	294.7985	5.3977778	sig  	Aql
185644	295.1805833	-16.2931389	e01  	Sgr
185734	294.8441667	30.1532222	phi  	Cyg
185758	295.0240833	18.0139444	alf  	Sge
185762	295.1804583	-0.6213056	     	Aql
185872	294.8602917	42.8182222	     	Cyg
185936	295.2730417	13.8156944	QS   	Aql
185958	295.2622083	17.4761111	bet  	Sge
186005	295.6295417	-16.1239722	e02  	Sgr
186122	295.553375	12.1932778	     	Aql
186203	295.6417083	11.8266111	chi  	Aql
186204	295.6579167	11.8419444	chi  	Aql
186408	295.4545417	50.5254444	c    	Cyg
186427	295.4670833	50.5179167	c    	Cyg
186486	295.9288333	25.7718611	     	Vul
186543	297.0045833	-56.3622778	nu.  	Tel
186547	296.1424583	13.3028056	psi  	Aql
186648	296.5909167	-19.7608889	f    	Sgr
186675	296.0689583	37.3542778	     	Cyg
186686	295.9079167	48.7775	RT   	Cyg
186689	296.4163333	7.6131667	ups  	Aql
186791	296.564875	10.6132778	gam  	Aql
186882	296.2435	45.1306944	del  	Cyg
187013	296.6065833	33.7286944	     	Cyg
187076	296.8469583	18.53425	del  	Sge
187077	296.84625	18.5336111	del  	Sge
187259	297.1752083	11.8159167	pi.  	Aql
187260	297.1754167	11.8152778	pi.  	Aql
187362	297.244375	19.1419722	zet  	Sge
187532	297.695	-10.7635833	     	Aql
187642	297.6945	8.8673889	alf  	Aql
187691	297.75625	10.4160556	omi  	Aql
187739	298.0500417	-19.0448611	     	Sgr
187796	297.6410417	32.9142222	chi  	Cyg
187811	297.7670417	22.6100833	     	Vul
187849	297.641625	38.7221667	     	Cyg
187879	297.6555417	40.5997778	V380 	Cyg
187929	298.1181667	1.0056667	eta  	Aql
188001	298.0907083	18.6718889	     	Sge
188056	297.6572083	52.9881667	d    	Cyg
188114	298.8153333	-41.8684167	iot  	Sgr
188119	297.0425417	70.2678333	eps  	Dra
188154	298.5344583	-8.5741667	     	Aql
188228	300.1474583	-72.9101944	eps  	Pav
188260	298.3653333	24.0795278	     	Vul
188293	298.656875	-8.2272222	     	Aql
188294	298.6585833	-8.2369722	     	Aql
188310	298.56175	8.4616389	ksi  	Aql
188350	298.6865417	0.2736667	     	Aql
188376	298.9592917	-26.2996944	ome  	Sgr
188512	298.8282083	6.4079444	bet  	Aql
188584	300.0962917	-66.9488889	mu.01	Pav
188603	299.23675	-27.1698611	b01  	Sgr
188665	298.322375	57.5234722	     	Cyg
188727	299.00525	16.6348056	S    	Sge
188728	299.0592917	11.4237222	phi  	Aql
188887	300.4683333	-66.9438056	mu.02	Pav
188892	298.9656667	38.4866944	     	Cyg
188899	299.4875833	-15.49125	g    	Sgr
188947	299.0766667	35.0835	eta  	Cyg
189005	299.73825	-26.1958333	A    	Sgr
189037	298.9075833	52.4390278	psi  	Cyg
189090	299.4393333	16.7891111	     	Sge
189103	299.9340417	-35.27625	the01	Sgr
189118	299.9636667	-34.6976389	the02	Sgr
189319	299.689125	19.4920833	gam  	Sge
189410	299.7940833	23.1012778	     	Vul
189577	300.0137917	17.5165278	     	Sge
189687	299.98	37.0428889	     	Cyg
189741	300.4940833	-13.63725	     	Sgr
189763	300.6644167	-27.7098889	c    	Sgr
189849	300.2750417	27.7535556	     	Vul
190004	300.5057083	24.9378611	     	Vul
190147	300.3397917	50.1046667	e    	Cyg
190229	300.8750417	16.0312778	     	Sge
190248	302.1744167	-66.1793333	del  	Pav
190299	301.0964583	-0.7090278	     	Aql
190327	301.034625	7.2779444	tau  	Aql
190406	301.0269583	17.0711667	     	Sge
190421	301.8465417	-52.8808056	ksi  	Tel
190454	301.3597083	-12.6650556	     	Sgr
190544	300.368875	64.821	e    	Dra
190608	301.2894583	19.9908889	eta  	Sge
190713	300.584	64.6343889	     	Dra
190940	300.704375	67.8734444	rho  	Dra
190960	299.902875	76.4815278	     	Dra
190993	301.7225	23.6144167	     	Vul
191026	301.591375	35.9735278	b01  	Cyg
191067	302.0072917	-0.6780278	     	Aql
191277	301.386375	61.99525	     	Dra
191570	302.485875	20.9147778	the  	Sge
191571	302.4679167	20.8963889	the  	Sge
191610	302.35675	36.8395833	b02  	Cyg
191692	302.8260833	-0.8214722	the  	Aql
191747	302.6396667	26.9041389	     	Vul
191753	302.99125	-12.3923611	ksi01	Cap
191862	303.1073333	-12.6170278	ksi  	Cap
192004	302.949875	26.8090278	     	Vul
192044	303.0029167	26.4788333	     	Vul
192107	303.3077917	-1.0092778	     	Aql
192425	303.569125	15.1974722	rho  	Aql
192455	302.89475	62.0783611	     	Dra
192514	303.3251667	46.8156667	     	Cyg
192518	303.5605	28.6948611	     	Vul
192577	303.4079167	46.7413333	omi01	Cyg
192640	303.63325	36.8061389	b03  	Cyg
192666	304.095	-12.3370833	     	Cap
192696	303.3491667	56.5675278	     	Cyg
192713	303.876	23.5089167	     	Vul
192806	303.9423333	27.8142222	     	Vul
192836	304.0824167	21.59875	     	Sge
192876	304.4119167	-12.5082222	alf01	Cap
192879	304.50575	-21.8098889	     	Cap
192907	302.2221667	77.7113611	kap  	Cep
192909	303.868	47.7141944	omi02	Cyg
192944	304.1961667	24.6711389	     	Vul
192947	304.5134167	-12.5448611	alf02	Cap
193150	304.8483333	-19.1185	sig  	Cap
193237	304.4466667	38.0329444	P    	Cyg
193369	304.6192917	36.99975	     	Cyg
193370	304.6627917	34.9827778	     	Cyg
193432	305.165875	-12.7590556	nu.  	Cap
193452	305.1938333	-14.7848889	bet02	Cap
193495	305.2527083	-14.7813889	bet  	Cap
193571	305.6145	-42.0493611	kap01	Sgr
193680	304.9016667	47.8938889	U    	Cyg
193807	305.971625	-42.4229167	kap02	Sgr
193911	305.5142917	24.4461111	     	Vul
193924	306.411875	-56.7348889	alf  	Pav
193964	304.9029167	62.2574167	     	Dra
194093	305.5570833	40.2566944	gam  	Cyg
194258	305.0249167	68.88025	AC   	Dra
194317	305.965	32.1901944	     	Cyg
194636	306.83	-18.2116944	pi.  	Cap
194939	307.1037083	-3.35775	     	Aql
194943	307.2150833	-17.8136667	rho  	Cap
195050	306.8927917	38.4405278	     	Cyg
195068	306.7592083	49.3832222	     	Cyg
195093	307.4690833	-18.5861667	omi  	Cap
195094	307.4745417	-18.5829722	omi  	Cap
195135	307.4123333	-2.8854722	     	Aql
195295	307.348875	30.3685556	     	Cyg
195324	307.3349583	36.4547222	     	Cyg
195325	307.5747917	10.8959167	     	Del
195556	307.5147083	48.9515556	ome01	Cyg
195569	308.4794167	-44.5159722	nu.  	Mic
195593	307.7467917	36.9358611	     	Cyg
195627	308.894875	-60.5813056	phi01	Pav
195725	307.395125	62.9941389	the  	Cep
195774	307.828375	49.2203611	ome02	Cyg
195810	308.3031667	11.3033333	eps  	Del
195943	308.4875	13.0271944	eta  	Del
195961	309.3968333	-61.52975	rho  	Pav
196051	310.5105	-76.1805556	mu.01	Oct
196067	310.43225	-75.3504167	mu.02	Oct
196093	308.4757917	35.2508611	     	Cyg
196094	308.46875	35.2186111	     	Cyg
196171	309.391625	-47.2916667	alf  	Ind
196180	308.827125	14.6741944	zet  	Del
196321	309.1817917	-2.5499167	     	Aql
196348	309.3381667	-15.1472222	tau01	Cap
196362	309.0346667	25.8826111	     	Vul
196378	310.0094583	-60.5475	phi02	Pav
196502	307.8766667	74.9546667	     	Dra
196504	309.2694167	26.4619722	     	Vul
196519	310.48775	-66.7606389	ups  	Pav
196524	309.3869583	14.5951944	bet  	Del
196544	309.4545833	11.3776944	iot  	Del
196574	309.5844583	-1.1050833	l    	Aql
196606	309.382375	31.5725278	     	Cyg
196662	309.818	-14.9547222	tau  	Cap
196724	309.630375	21.2011667	     	Vul
196725	309.68325	13.3151389	the  	Del
196740	309.6329583	24.1159722	     	Vul
196755	309.781625	10.0861389	kap  	Del
196758	309.8534583	0.4865	     	Aqr
196777	310.0123333	-18.1386111	ups  	Cap
196787	307.0602083	81.4226667	     	Dra
196867	309.909375	15.9120556	alf  	Del
196925	307.3637917	81.09075	     	Dra
