HR	Name	HD	RA	DEC	mag	Type
2216	  7Eta Gem	42995	06 14 52.6	+22 30 24	3.28	  M3III
2217	          	43017	06 15 39.0	+36 08 55	6.92	  F4IV
2218	          	43023	06 13 54.3	-03 44 29	5.83	  G8III
2219	 44Kap Aur	43039	06 15 22.7	+29 29 53	4.35	  G8.5IIIb
2220	 71    Ori	43042	06 14 50.9	+19 09 23	5.2	  F6V
2221	   Nu  Dor	43107	06 08 44.2	-68 50 36	5.06	  B8V
2222	          	43112	06 15 08.5	+13 51 04	5.91	  B1V
2223	 72    Ori	43153	06 15 25.1	+16 08 35	5.3	  B7V
2224	          	43157	06 14 36.7	-04 34 06	5.83	  B5V
2225	          	43162	06 13 45.1	-23 51 43	6.39	  G5
2226	          	43179	06 13 33.3	-29 23 46	6.54	  B7V
2227	  5Gam Mon	43232	06 14 51.3	-06 16 29	3.98	  K1.5IIIBa0.3
2228	 42    Aur	43244	06 17 34.7	+46 25 27	6.52	  F0V
2229	 73    Ori	43247	06 15 45.0	+12 33 04	5.33	  B9II-III
2230	  8    Gem	43261	06 16 19.0	+23 58 12	6.08	  G8III
2231	          	43285	06 15 40.1	+06 03 58	6.07	  B6Ve
2232	          	43317	06 15 47.0	+04 17 01	6.64	  B3IV
2233	          	43318	06 15 34.3	-00 30 44	5.65	  F6V
2234	          	43319	06 15 29.7	-04 54 55	5.99	  A5IV s
2235	          	43335	06 16 23.8	+17 10 53	6.39	  K5II
2236	          	43358	06 15 54.0	+01 10 09	6.37	  F5IV:
2237	          	43362	06 15 26.0	-09 02 07	6.1	  B9III
2238	  2    Lyn	43378	06 19 37.4	+59 00 39	4.48	  A2V s
2239	 43    Aur	43380	06 18 16.9	+46 21 38	6.38	  K2III
2240	  9    Gem	43384	06 16 58.7	+23 44 27	6.25	  B3Ib
2241	 74    Ori	43386	06 16 26.6	+12 16 20	5.04	  F5IV-V
2242	          	43396	06 15 08.4	-20 16 20	5.91	  K0
2243	          	43429	06 15 17.5	-18 28 36	5.99	  K0
2244	          	43445	06 15 44.9	-13 43 06	5.01	  B9Vn
2245	   Eta2Dor	43455	06 11 15.0	-65 35 22	5.01	  M2.5III
2246	          	43461	06 16 21.2	+01 04 49	6.63	  B6V
2247	 75    Ori	43525	06 17 06.6	+09 56 33	5.39	  A2V
2248	          	43526	06 16 58.4	+07 03 11	6.57	  B7III
2249	          	43544	06 16 07.7	-16 37 04	5.92	  B2.5Vn
2250	          	43583	06 17 33.3	+14 03 30	6.59	  A0V
2251	          	43587	06 17 16.1	+05 06 01	5.71	  F9V
2252	          	43636	06 15 57.2	-29 47 18	6.67	  K4III
2253	          	43683	06 18 05.6	+14 22 58	6.16	  A3V
2254	          	43745	06 17 03.5	-22 42 54	6.07	  G0V
2255	  6    Mon	43760	06 17 35.2	-10 43 31	6.75	  F0Del Del
2256	   Kap Col	43785	06 16 33.1	-35 08 26	4.37	  K0.5IIIa
2257	  4    Lyn	43812	06 22 03.6	+59 22 20	5.94	  A3V
2258	          	43819	06 19 01.8	+17 19 30	6.32	  B9IIIpSiCr:
2259	          	43821	06 18 40.5	+09 02 50	6.24	  K0
2260	          	43827	06 17 41.7	-16 48 57	5.14	  K3III
2261	   Alp Men	43834	06 10 14.4	-74 45 11	5.09	  G6V
2262	          	43847	06 16 35.6	-39 15 52	6	  A2Vm:
2263	          	43899	06 17 01.2	-37 44 15	5.53	  K1III
2264	 45    Aur	43905	06 21 46.1	+53 27 08	5.36	  F5III
2265	          	43940	06 17 09.5	-37 15 11	5.87	  A3V
2266	          	43955	06 18 13.7	-19 58 01	5.52	  B2V
2267	          	43993	06 18 50.6	-09 23 25	5.36	  K1.5III
2268	          	44021	06 18 48.8	-15 01 29	6.06	  M0III
2269	          	44033	06 20 04.2	+14 39 04	5.69	  K3Ib
2270	          	44037	06 19 07.9	-08 35 11	6.22	  B9V
2271	          	44081	06 18 59.0	-20 55 34	5.81	  B4IV
2272	          	44092	06 21 12.1	+29 32 28	6.43	  A1V s
2273	  7    Mon	44112	06 19 42.8	-07 49 23	5.27	  B2.5V
2274	          	44120	06 16 18.5	-59 12 49	6.43	  G0V
2275	          	44131	06 19 59.6	-02 56 40	4.9	  M1III
2276	          	44173	06 20 52.3	+11 45 23	6.54	  B5III
2277	          	44234	06 21 25.9	+17 45 49	6.35	g:G9
2278	          	44267	06 17 51.7	-52 43 59	6.41	  K2-3III
2279	          	44323	06 19 41.0	-34 23 48	5.78	  B9V
2280	          	44333	06 21 25.8	+02 16 07	6.31	  A4.5V
2281	          	44362	06 18 46.8	-50 21 33	7.04	  G2Ib
2282	  1Zet CMa	44402	06 20 18.8	-30 03 48	3.02	  B2.5V
2283	          	44447	06 15 05.9	-71 42 10	6.64	  F8V
2284	          	44458	06 21 24.7	-11 46 24	5.64	  B1Vpe
2285	          	44472	06 28 14.6	+70 32 08	5.97	  A4V
2286	 13Mu  Gem	44478	06 22 57.6	+22 30 49	2.88	  M3IIIab
2287	          	44497	06 22 36.5	+12 34 12	6	  F0III
2288	          	44506	06 20 36.3	-34 08 38	5.53	  B1.5Ve
2289	 46Psi1Aur	44537	06 24 53.9	+49 17 17	4.91	  K5-M0Iab-Ib
2290	          	44594	06 20 06.1	-48 44 28	6.6	  G3V
2291	          	44691	06 26 25.8	+56 17 06	5.64	  A3Vm
2292	          	44700	06 23 18.5	+03 45 52	6.4	  B3V
2293	  5    Lyn	44708	06 26 48.9	+58 25 02	5.21	  K4III
2294	  2Bet CMa	44743	06 22 42.0	-17 57 21	1.98	  B1II-III
2295	          	44756	06 23 22.7	-04 41 14	6.67	  A2V
2296	   Del Col	44762	06 22 06.8	-33 26 11	3.85	  G7II
2297	          	44766	06 24 52.6	+29 42 26	6.71	  B8IIIn
2298	  8Eps Mon	44769	06 23 46.1	+04 35 34	4.44	  A5IV
2299	          	44770	06 23 46.5	+04 35 44	6.72	  F5V
2300	          	44783	06 24 02.3	+08 53 05	6.26	  B8Vn
2301	          	44816	06 23 36.0	-09 52 28	6.19	  K5
2302	          	44867	06 24 52.9	+16 03 25	6.33	  G9III
2303	          	44891	06 23 46.0	-15 04 18	6.24	  K2
2304	          	44927	06 25 32.9	+23 19 37	6.06	  A2Vn
2305	          	44951	06 24 10.3	-11 31 49	5.22	  K3III
2306	          	44953	06 23 47.6	-19 47 07	6.6	  B8IIIHe wk
2307	          	44956	06 23 14.4	-31 47 24	6.34	  G8III
2308	          	44984	06 25 28.1	+14 43 19	6.24	  C5II
2309	          	44996	06 24 20.5	-12 57 45	6.12	  B5Ve
2310	          	44990	06 25 13.1	+07 05 09	5.98	  F7Iab-K1Iab
2311	          	45018	06 23 55.9	-25 34 40	5.63	  K5III
2312	          	45050	06 25 18.4	+01 30 04	6.66	  B9V
2313	          	45067	06 25 16.4	-00 56 46	5.87	  F8V
2314	          	45105	06 27 51.1	+47 24 19	6.56	  A0V
2315	          	45137	06 25 46.6	+02 16 20	6.51	  A0V
2316	          	45145	06 24 01.0	-36 42 28	5.62	  G6III
2317	          	45168	06 25 47.1	-03 53 21	6.35	  G9III
2318	          	45184	06 24 43.9	-28 46 48	6.39	  G2IV
2319	          	45192	06 27 35.5	+32 33 47	6.43	  K0
2320	   Nu  Pic	45229	06 22 55.8	-56 22 12	5.61	  Am
2321	          	45239	06 25 58.8	-07 53 39	6.4	  A4V
2322	          	45291	06 23 37.7	-52 10 52	5.98	  G8III
2323	          	45306	06 24 44.5	-40 17 03	6.31	  B9V
2324	          	45320	06 26 39.6	-01 30 26	5.87	  A3Vn
2325	          	45321	06 26 34.5	-04 35 50	6.15	  B2.5V
2326	   Alp Car	45348	06 23 57.1	-52 41 45	-0.72	  F0II
2327	          	45357	06 26 58.7	+00 50 27	6.71	  A1Vn
2328	          	45380	06 26 44.9	-07 30 41	6.27	  A0Vn
2329	          	45383	06 25 29.9	-35 03 50	6.25	  K3III
2330	 16    Gem	45394	06 27 56.6	+20 29 46	6.22	  A2V s
2331	  6    Lyn	45410	06 30 47.2	+58 09 46	5.88	  K0III-IV
2332	 48    Aur	45412	06 28 34.1	+30 29 35	5.55	  F8Ib
2333	          	45415	06 27 20.4	+02 54 29	5.55	  G9III
2334	          	45416	06 27 13.8	+00 17 57	5.2	  K1II
2335	          	45433	06 27 15.6	-00 16 34	5.55	  K5III
2336	          	45450	06 23 46.9	-58 32 38	6.48	  A3V
2337	          	45461	06 23 01.3	-63 40 59	6.27	  M1III
2338	 47    Aur	45466	06 30 03.0	+46 41 08	5.9	 gK4
2339	          	45504	06 28 56.6	+26 58 04	6.47	  F5
2340	          	45506	06 28 28.0	+16 14 18	6.23	  G5
2341	          	45509	06 24 48.2	-52 48 23	6.51	  K5-M0III
2342	          	45512	06 28 18.8	+10 18 14	6.15	  K2III-IV
2343	 18Nu  Gem	45542	06 28 57.8	+20 12 44	4.15	  B6IIIe
2344	 10    Mon	45546	06 27 57.6	-04 45 44	5.06	  B2V
2345	          	45557	06 24 13.7	-60 16 52	5.8	  A0V
2346	          	45560	06 40 16.8	+79 35 58	6.54	  A1V
2347	          	45563	06 28 16.8	+01 54 44	6.48	  B9V
2348	          	45572	06 25 43.6	-48 10 38	5.76	  B9V
2349	          	45588	06 27 11.2	-25 51 24	6.07	  F9V
2350	          	45618	06 44 30.2	+82 06 55	6.65	  A5V
2351	          	45638	06 29 00.0	+11 01 10	6.59	  A9IV
2352	   Pi 1Dor	45669	06 22 38.2	-69 59 03	5.56	  K5III
2353	          	45680	06 27 07.5	-37 53 44	6.48	  F3V
2354	          	45701	06 24 26.3	-63 25 44	6.46	  G3III-IV
2355	          	45724	06 29 14.9	+02 38 46	6.16	 gM1
2356	 11Bet Mon	45725	06 28 49.0	-07 01 58	4.6	  B3Ve
2357	 11Bet Mon	45726	06 28 49.5	-07 02 04	5.4	  B3ne
2358	 11Bet Mon	45727	06 28 49.5	-07 02 04	5.6	  B3e
2359	          	45765	06 28 37.3	-17 27 58	5.77	  G5
2360	          	45796	06 24 55.6	-63 49 40	6.27	  B6V
2361	   Lam CMa	45813	06 28 10.1	-32 34 48	4.48	  B4V
2362	          	45827	06 30 05.5	+09 01 45	6.57	  A0III
2363	          	45866	06 40 28.8	+77 59 45	5.73	 gK5
2364	          	45871	06 28 39.2	-32 22 16	5.74	  B4Vnpe
2365	          	45947	06 37 54.9	+73 41 44	6.24	  F2
2366	          	45951	06 31 10.1	+16 56 19	6.2	  K2III
2367	          	45976	06 30 11.3	-10 04 53	5.93	  K0
2368	          	45983	06 28 42.3	-41 04 28	6.32	  F2-3V
2369	          	45984	06 27 04.0	-58 00 08	5.82	  K3III
2370	          	45995	06 31 09.5	+11 15 03	6.14	  B2V:nne
2371	 19    Gem	46031	06 31 37.4	+15 54 12	6.4	  A8V
2372	          	46052	06 32 27.2	+32 27 17	5.87	  A3m+A3m:
2373	          	46064	06 30 34.7	-13 08 53	6.16	  B1.5V
2374	          	46075	06 31 39.2	+11 47 32	6.65	  B6III
2375	          	46089	06 31 48.3	+11 32 40	5.23	  A3V
2376	  7    Lyn	46101	06 34 32.8	+55 21 11	6.45	  K0III:
2377	   Pi 2Dor	46116	06 25 28.6	-69 41 25	5.38	  G8III
2378	          	46178	06 32 23.3	+11 40 25	6.03	  K0III
2379	          	46184	06 31 23.0	-12 23 30	5.15	  K3III
2380	          	46189	06 30 46.3	-27 46 10	5.93	  B2.5V
2381	          	46229	06 31 50.1	-08 09 29	5.43	 gK2
2382	 12    Mon	46241	06 32 19.2	+04 51 21	5.84	  K0V
2383	          	46251	06 33 42.7	+33 01 27	6.42	  A3V
2384	          	46273	06 29 49.1	-50 14 21	5.27	  F2V
2385	 13    Mon	46300	06 32 54.2	+07 19 59	4.5	  A0Ib
2386	          	46304	06 32 23.1	-05 52 08	5.6	  F0Vnn
2387	  4Xi 1CMa	46328	06 31 51.3	-23 25 06	4.33	  B0.5IV
2388	          	46349	06 31 13.0	-35 15 33	5.84	  G8III
2389	          	46355	06 29 28.5	-56 51 10	5.22	  K0III
2390	          	46365	06 30 59.8	-40 54 59	6.2	  K3III
2391	          	46374	06 33 36.1	+14 09 19	5.53	 gK2
2392	          	46407	06 32 46.9	-11 09 59	6.24	  G9.5III:Ba3
2393	          	46431	06 31 35.0	-36 56 24	6.34	  M1III
2394	  8    Lyn	46480	06 37 41.4	+61 28 52	5.94	  G8IV-V
2395	          	46487	06 33 37.9	-01 13 13	5.1	  B5Vn
2396	          	46509	06 40 32.2	+71 44 56	5.92	  K0III
2397	          	46547	06 32 39.0	-32 01 50	5.69	  B2IVe
2398	 49    Aur	46553	06 35 12.1	+28 01 20	5.27	  A0Vnn
2399	          	46568	06 32 21.3	-37 41 48	5.24	  G8III
2400	          	46569	06 31 18.3	-51 49 34	5.6	  F8V
2401	          	46588	06 46 14.1	+79 33 53	5.45	  F8V
2402	 11    Lyn	46590	06 37 38.5	+56 51 27	5.85	  A2V
2403	          	46602	06 33 26.6	-20 55 26	6.4	  G5
2404	 14    Mon	46642	06 34 46.4	+07 34 21	6.45	  A0V s
2405	          	46687	06 36 32.9	+38 26 43	5.29	  C5II
2406	          	46709	06 35 17.6	+09 59 18	5.88	  K4III
2407	          	46727	06 33 10.3	-38 37 31	6.44	  G8III
2408	          	46730	06 30 03.0	-65 34 06	6.29	  F0III
2409	          	46769	06 35 15.8	+00 53 24	5.8	  B8Ib
2410	          	46792	06 31 10.6	-61 52 47	6.15	  B3V
2411	          	46815	06 33 49.5	-36 13 56	5.42	  K3III
2412	   Mu  Pic	46860	06 31 58.4	-58 45 15	5.7	  B9Ve
2413	          	46885	06 36 00.0	+04 29 51	6.55	  B9III
2414	  5Xi 2CMa	46933	06 35 03.4	-22 57 53	4.54	  A0V
2415	          	46936	06 34 35.3	-32 42 59	5.62	  B8V
2416	          	47001	06 33 26.1	-52 19 44	6.19	  G8III
2417	          	47020	06 37 27.2	+24 35 27	6.44	  A3V
2418	          	47054	06 36 35.3	-05 12 40	5.52	  B8V
2419	 51    Aur	47070	06 38 39.5	+39 23 27	5.69	  K5III
2420	 52Psi3Aur	47100	06 38 49.2	+39 54 09	5.2	  B8III
2421	 24Gam Gem	47105	06 37 42.7	+16 23 57	1.93	  A0IV
2422	          	47129	06 37 24.1	+06 08 07	6.06	  O8p
2423	  6Nu 1CMa	47138	06 36 22.8	-18 39 36	5.7	  G8III+F3IV-V
2424	          	47144	06 35 24.1	-36 46 48	5.59	  A0V
2425	 53    Aur	47152	06 38 23.0	+28 59 03	5.79	  B9npEu
2426	          	47156	06 37 36.9	+10 51 11	6.38	  K0
2427	 50Psi2Aur	47174	06 39 19.9	+42 29 20	4.79	  K3III
2428	          	47182	06 36 46.7	-13 19 15	5.97	  K5
2429	  7Nu 2CMa	47205	06 36 41.0	-19 15 21	3.95	  K1III
2430	          	47220	06 37 40.3	+02 42 15	6.17	  K1III
2431	          	47230	06 35 54.0	-36 05 20	6.35	  G0V
2432	          	47240	06 37 52.7	+04 57 26	6.15	  B1Ib
2433	          	47247	06 36 40.9	-22 36 54	6.35	  B5V
2434	          	47270	06 39 58.0	+44 00 50	6.41	  K1III
2435	          	47306	06 34 58.6	-52 58 32	4.39	  A0II
2436	          	47358	06 39 05.3	+22 01 51	6.04	  G9III
2437	          	47366	06 37 40.9	-12 59 06	6.12	  K0
2438	 54    Aur	47395	06 39 33.1	+28 15 47	6.03	  B7III
2439	          	47415	06 39 31.4	+24 36 00	6.38	  F8IV
2440	          	47420	06 38 20.5	-02 32 37	6.14	  K2
2441	          	47431	06 38 49.5	+04 42 02	6.57	  B8IIIn
2442	          	47432	06 38 38.1	+01 36 49	6.21	  O9.5II
2443	  8Nu 3CMa	47442	06 37 53.4	-18 14 15	4.43	  K1-II-III
2444	          	47463	06 37 01.9	-38 08 48	6.04	  K0III
2445	          	47475	06 36 51.3	-41 33 25	6.34	  K0II
2446	          	47500	06 37 13.8	-36 59 26	5.71	  B7IV
2447	          	47536	06 37 47.6	-32 20 23	5.27	  K2III
2448	          	47561	06 38 35.4	-16 52 25	6.03	  A1V s
2449	          	47575	06 39 47.6	+12 58 59	5.97	  A2V
2450	          	47667	06 39 16.7	-14 08 45	4.82	  K2II
2451	   Nu  Pup	47670	06 37 45.7	-43 11 46	3.17	  B8III
2452	          	47703	06 41 37.7	+35 55 55	6.46	  F8III
2453	 25    Gem	47731	06 41 21.0	+28 11 47	6.42	  G5Ib
2454	          	47756	06 40 31.8	+06 22 18	6.51	  B8IIISi
2455	          	47827	06 39 36.3	-23 41 44	6.05	  A0
2456	 15    Mon	47839	06 40 58.7	+09 53 44	4.66	  O7V((f))
2457	          	47863	06 41 21.8	+16 23 51	6.28	  A1V
2458	          	47886	06 41 17.2	+11 00 12	6.11	  M1III
2459	 55Psi4Aur	47914	06 43 05.0	+44 31 28	5.02	  K5III
2460	          	47946	06 39 42.7	-30 28 13	5.71	  K0III
2461	          	47964	06 41 05.4	+00 29 43	5.79	  B8III
2462	          	47973	06 38 37.6	-48 13 13	4.93	  G8III
2463	          	47979	06 44 11.6	+53 17 47	6.27	  K0
2464	          	48073	06 43 13.8	+37 08 49	6.19	  K0
2465	          	48087	06 39 56.9	-38 09 32	6.58	  K1IIICNIb
2466	 26    Gem	48097	06 42 24.3	+17 38 43	5.21	  A2V
2467	          	48099	06 41 59.3	+06 20 42	6.37	  O6.5V
2468	          	48189	06 38 00.6	-61 31 59	6.18	  G1-2V
2469	          	48217	06 41 56.4	-09 10 02	5.19	  M0III
2470	 12    Lyn	48250	06 46 14.1	+59 26 30	4.87	  A3V
2471	          	48272	06 44 12.6	+36 06 35	6.31	  A2V
2472	 NOVA 1903	      	          	         	     	
2473	 27Eps Gem	48329	06 43 55.9	+25 07 52	2.98	  G8Ib
2474	          	48348	06 43 06.5	+03 02 00	6.19	  K0
2475	          	48383	06 41 14.1	-40 20 59	6.12	  B4V
2476	          	48403	06 40 49.3	-47 40 29	6.65	  M2III
2477	 13    Lyn	48432	06 46 49.5	+57 10 09	5.35	  K0III
2478	 30    Gem	48433	06 43 59.3	+13 13 40	4.49	  K0IIICN1Ca1
2479	          	48434	06 43 38.7	+03 55 56	5.9	  B0III
2480	 28    Gem	48450	06 44 45.5	+28 58 15	5.44	  K4III
2481	          	48501	06 42 45.8	-22 26 57	6.13	  F0
2482	          	48543	06 42 16.4	-38 23 55	6.29	  A3V+F/G
2483	 56Psi5Aur	48682	06 46 44.3	+43 34 39	5.25	  G0V
2484	 31Xi  Gem	48737	06 45 17.4	+12 53 44	3.36	  F5III
2485	          	48767	06 48 12.9	+55 42 16	6.33	 dF6
2486	          	48766	06 48 12.3	+55 42 16	6.28	 dF5
2487	 57Psi6Aur	48781	06 47 39.6	+48 47 22	5.22	  K0III
2488	          	48797	06 43 23.3	-39 11 36	6.3	  A8:mDel Del
2489	 32    Gem	48843	06 45 54.2	+12 41 37	6.46	  A9III
2490	 42    Cam	48879	06 50 57.1	+67 34 19	5.14	  B4IV
2491	  9Alp CMa	48915	06 45 08.9	-16 42 58	-1.46	  A1Vm
2492	 10    CMa	48917	06 44 28.4	-31 04 14	5.2	  B2IIIe
2493	          	48938	06 44 51.9	-27 20 29	6.45	  G2V
2494	 16    Mon	48977	06 46 32.4	+08 35 14	5.93	  B2.5V
2495	          	49001	06 45 23.3	-23 27 43	6.05	  K0
2496	  NGC 2281	      	          	         	     	
2497	          	49028	06 45 02.4	-30 35 10	6.54	  B8IV
2498	          	49048	06 45 59.3	-14 47 46	5.32	  A2V
2499	          	49059	06 47 23.5	+18 11 36	6.2	  A2V
2500	          	49095	06 45 22.8	-31 47 37	5.92	  F6V
2501	          	49131	06 45 31.3	-30 56 56	5.8	  B2III
2502	          	49147	06 46 39.0	-10 06 26	5.66	  B9.5V
2503	 17    Mon	49161	06 47 19.8	+08 02 14	4.77	  K4III
2504	 11    CMa	49229	06 46 51.1	-14 25 33	5.29	  B9III
2505	          	49268	06 40 57.8	-71 46 32	6.51	  K1IIICNII
2506	 18    Mon	49293	06 47 51.6	+02 24 44	4.47	  K0+IIIaBa0.2
2507	          	49319	06 46 03.3	-39 32 24	6.62	  B6Vnne
2508	          	49331	06 47 37.1	-08 59 54	5.07	  M1+Ib-IIa
2509	 12    CMa	49333	06 47 01.5	-21 00 56	6.08	  B7IIIn
2510	          	49336	06 46 12.1	-37 46 32	6.21	  B4Vne
2511	 43    Cam	49340	06 53 42.2	+68 53 18	5.12	  B7III
2512	          	49380	06 49 41.3	+32 36 24	5.71	  K3II
2513	          	49396	06 45 26.1	-52 12 04	6.57	  G6Iab
2514	          	49434	06 48 19.0	-01 19 09	5.75	  F1V
2515	          	49517	06 45 53.7	-52 24 36	5.8	  K3III
2516	 58Psi7Aur	49520	06 50 45.9	+41 46 53	5.02	  K3III
2517	          	49567	06 49 03.7	+01 00 07	6.15	  B3II-III
2518	          	49591	06 47 21.4	-37 55 47	5.26	  B9IV
2519	 33    Gem	49606	06 49 49.8	+16 12 10	5.85	  B7III
2520	 14    Lyn	49618	06 53 05.1	+59 26 55	5.33	  G4III+A2V
2521	          	49643	06 49 16.4	-02 16 19	5.74	  B8IIIn
2522	          	49662	06 48 57.8	-15 08 41	5.39	  B6V
2523	          	49689	06 46 52.8	-51 15 57	5.4	  K1II-III+G:p
2524	          	49705	06 46 41.5	-54 41 41	6.46	  G6III
2525	 35    Gem	49738	06 50 25.5	+13 24 48	5.65	 gK3
2526	          	49877	06 47 18.7	-55 32 24	5.61	  K5III
2527	          	49878	07 00 04.0	+76 58 39	4.55	  K4III
2528	          	49891	06 49 44.0	-24 04 33	6.33	  A1
2529	 36    Gem	49908	06 51 33.0	+21 45 40	5.27	  A2V
2530	          	49933	06 50 49.9	-00 32 27	5.77	  F2V
2531	          	49947	06 43 36.8	-73 07 05	6.37	  G8III
2532	          	49949	06 53 07.6	+44 50 22	6.26	  A8Vn
2533	          	49968	06 52 00.0	+23 36 06	5.65	  K5III
2534	          	49976	06 50 42.3	-08 02 28	6.29	  A2pSrCrEu
2535	          	49980	06 50 21.9	-17 05 02	5.79	  K0
2536	          	50002	06 44 56.1	-70 26 02	6.11	  K3III
2537	          	50012	06 50 06.0	-27 20 02	7.04	  B2IV
2538	 13Kap CMa	50013	06 49 50.5	-32 30 31	3.96	  B1.5IVne
2539	 59    Aur	50018	06 53 01.5	+38 52 09	6.12	  F2VDel Del
2540	 34The Gem	50019	06 52 47.3	+33 57 40	3.6	  A3III
2541	 60    Aur	50037	06 53 13.4	+38 26 17	6.3	 dF5
2542	          	50056	06 53 03.4	+35 47 19	6.01	  K3III:
2543	          	50062	06 51 39.3	+03 02 30	6.38	  A2V s
2544	          	50093	06 50 36.9	-25 46 41	6.33	  B2V
2545	          	50123	06 50 23.3	-31 42 22	5.7	  B6Vnpe
2546	          	50196	06 49 57.8	-45 27 00	6.55	  K5-M0III
2547	 61Psi8Aur	50204	06 53 57.0	+38 30 18	6.48	  B9.5pSi
2548	          	50223	06 49 54.6	-46 36 53	5.14	  F5V
2549	          	50235	06 50 52.4	-34 22 02	4.99	  K5III
2550	   Alp Pic	50241	06 48 11.4	-61 56 29	3.27	  A7IV
2551	          	50277	06 52 49.4	+08 22 49	5.77	  F0Vn
2552	          	50282	06 52 22.9	-05 18 58	6.3	  K0
2553	   Tau Pup	50310	06 49 56.2	-50 36 53	2.93	  K1III
2554	          	50337	06 49 51.3	-53 37 20	4.4	  G6II
2555	          	50371	06 53 22.5	+10 59 47	6.24	  K0III
2556	          	50384	06 55 15.2	+45 49 35	6.34	  K0III-IV
2557	          	50420	06 55 14.7	+43 54 36	6.13	  A9III
2558	          	50445	06 51 42.3	-36 13 49	5.96	  A3V
2559	   Zet Men	50506	06 40 02.7	-80 48 49	5.64	  A5III
2560	 15    Lyn	50522	06 57 16.5	+58 25 21	4.35	  G5III-IV
2561	          	50551	06 57 13.2	+57 33 48	6.05	  K3III
2562	          	50571	06 50 01.1	-60 14 57	6.11	  F7III-IV
2563	          	50621	06 51 32.8	-48 17 33	6.42	  K2-3III
2564	 38    Gem	50635	06 54 38.7	+13 10 40	4.65	  F0Vp
2565	          	50644	06 53 18.8	-19 01 58	5.64	  F1V
2566	          	50643	06 53 21.7	-18 56 00	6.14	  A5m
2567	          	50648	06 53 00.1	-26 57 27	6.4	  M4III
2568	   Psi9Aur	50658	06 56 32.3	+46 16 27	5.87	  B8IIIe
2569	 37    Gem	50692	06 55 18.6	+25 22 32	5.73	  G0V
2570	          	50700	06 54 08.5	-05 51 09	6.41	  A6Vn
2571	 15    CMa	50707	06 53 32.9	-20 13 27	4.83	  B1IV
2572	          	50747	06 54 24.6	-01 07 37	5.45	  A4IV
2573	          	50763	06 56 56.0	+46 42 18	5.86	 gK0
2574	 14The CMa	50778	06 54 11.4	-12 02 19	4.07	  K4III
2575	          	50785	06 52 39.7	-42 30 16	6.52	  F5II-III
2576	          	50806	06 53 33.9	-28 32 23	6.04	  G5IV
2577	          	50820	06 54 42.1	-01 45 23	6.21	  B3IVe+K2II
2578	          	50853	06 53 55.3	-24 32 21	6.21	  A1
2579	          	50860	06 52 47.1	-43 58 33	6.46	  B8V
2580	 16Omi1CMa	50877	06 54 07.9	-24 11 02	3.87	  K2+Iab
2581	          	50885	07 01 21.5	+70 48 29	5.68	 gK4
2582	          	50890	06 54 58.8	-02 48 13	6.04	 gG6
2583	          	50896	06 54 13.0	-23 55 42	6.91	  WN5-B
2584	          	50931	06 55 34.6	+08 19 29	6.29	  A0V
2585	 16    Lyn	50973	06 57 37.1	+45 05 39	4.9	  A2Vn
2586	          	51000	06 57 00.5	+33 40 52	5.89	  G5III
2587	          	51043	06 52 46.9	-54 05 24	6.57	  G5Ib-II
2588	 17    CMa	51055	06 55 02.7	-20 24 17	5.74	  A3IV
2589	          	51104	06 56 25.8	+09 57 23	5.92	  B8Vn
2590	 19Pi  CMa	51199	06 55 37.4	-20 08 11	4.68	 gF2
2591	          	51208	06 54 26.7	-42 21 56	6.32	  C3II
2592	          	51210	06 52 45.4	-59 20 28	6.41	  A3m
2593	 18Mu  CMa	51250	06 56 06.6	-14 02 37	5	  G5III+A2
2594	          	51266	06 54 02.3	-50 36 42	6.26	  K0-1III
2595	          	51283	06 55 46.8	-22 56 29	5.3	  B3II-III
2596	 20Iot CMa	51309	06 56 08.2	-17 03 15	4.37	  B3II
2597	          	51330	06 57 25.7	+11 54 27	6.27	  F2Ib-II
2598	          	51411	06 55 54.8	-31 47 24	6.36	  B3V
2599	          	51424	06 57 00.1	-08 10 44	6.34	  K0II-III+A2V
2600	 62    Aur	51440	06 59 02.8	+38 03 08	6	  K2III
2601	 39    Gem	51530	06 58 47.4	+26 04 52	6.1	  F7V
2602	   Iot Vol	51557	06 51 27.0	-70 57 48	5.4	  B7IV
2603	          	51630	06 57 14.8	-22 12 12	6.61	  B1-2III:
2604	          	51682	06 56 45.7	-35 20 30	6.29	  K2III
2605	 40    Gem	51688	06 59 27.9	+25 54 51	6.4	  B8III
2606	          	51693	06 58 39.0	+07 37 19	6.27	  A3V
2607	          	51733	06 57 33.9	-24 37 50	5.46	 dF0
2608	          	51799	06 56 16.0	-48 43 16	4.95	  M1III
2609	          	51802	07 40 30.5	+87 01 12	5.07	  M2IIIab
2610	          	51814	06 58 57.0	+03 36 08	5.97	  G8III
2611	          	51823	06 57 42.4	-27 32 15	6.23	  B2.5V
2612	          	51825	06 57 17.6	-35 30 27	6.23	  F8IV-V
2613	          	51892	06 59 20.1	+07 19 01	6.35	  B7III
2614	          	51925	06 58 07.6	-27 09 53	6.37	  B2.5III
2615	 41    Gem	52005	07 00 15.8	+16 04 44	5.68	  K3Ib
2616	          	52018	06 58 35.9	-25 24 50	5.59	  B3V
2617	          	52030	07 05 51.8	+70 43 55	6.5	  K0III
2618	 21Eps CMa	52089	06 58 37.5	-28 58 20	1.5	  B2II
